timestamp,model_name,model_version,mode,num_trades,num_risk_factors,num_sensitivities,num_threads,simm_total,eval_time_sec,recording_time_sec,total_eval_time_sec,memory_mb,language,uses_aadc,status
2026-01-20T11:22:48.982136,ir_swap_baseline_py,1.0.0,margin_with_greeks,100,60,1200,1,0.0,3.996551889926195,0.0,3.996551889926195,1.27734375,Python,no,success,
2026-01-20T11:22:53.044600,ir_swap_baseline_py,1.0.0,margin_with_greeks,100,60,1200,1,0.0,3.9942299155518413,0.0,3.9942299155518413,1.2109375,Python,no,success,
2026-01-20T11:23:00.545131,ir_swap_baseline_py,1.0.0,margin_with_greeks,100,60,1200,1,0.0,3.568331998772919,0.0,3.568331998772919,1.34375,Python,no,success,
2026-01-20T11:23:16.530713,ir_swap_baseline_py,1.0.0,margin_with_greeks,100,60,1200,1,0.0,4.033088332973421,0.0,4.033088332973421,1.1875,Python,no,success,
2026-01-20T11:48:43.269049,ir_swap_baseline_py,1.1.0,price_with_greeks,100,60,1200,1,13794147.225114992,137941.4722511499,-28106301.41642273,40146891.18788062,180343592.96337864,993168368386.0654,553,1.8445393843576312,0.0012919111177325249,1.8446664474302295,0.0,0.0014188764495058701,1.8445393843576312,1300,1,1.2890625,0.53125,,,195000,26000,0,0,2600,223600,786,80,Python,no,success,
2026-01-20T11:48:53.727114,ir_swap_baseline_py,1.1.0,price_with_greeks,100,60,1200,1,13794147.225114992,137941.4722511499,-28106301.41642273,40146891.18788062,180343592.96337864,993168368386.0657,553,1.7371204206719995,0.0011756420135498047,1.7372811487728903,0.0,0.0013362464774399996,1.7371204206719995,1300,1,1.390625,0.5859375,,,195000,26000,0,0,2600,223600,786,80,Python,no,success,
2026-01-20T11:49:05.137301,ir_swap_baseline_py,1.1.0,price_with_greeks,100,60,1200,1,13794147.225114992,137941.4722511499,-28106301.41642273,40146891.18788062,180343592.96337864,993168368386.0656,553,1.792387151159346,0.0012336988002061844,1.7925323233771224,0.0,0.001378759347045651,1.792387151159346,1300,1,1.29296875,0.5390625,,,195000,26000,0,0,2600,223600,786,80,Python,no,success,
2026-01-20T11:49:19.498990,ir_swap_baseline_py,1.1.0,price_with_greeks,100,60,1200,1,13794147.225114992,137941.4722511499,-28106301.41642273,40146891.18788062,180343592.96337864,993168368386.0654,553,1.7843727506697178,0.0011822832748293877,1.7845632083243688,0.0,0.0013725944235920906,1.7843727506697178,1300,1,1.29296875,0.5390625,,,195000,26000,0,0,2600,223600,786,80,Python,no,success,
2026-01-20T11:49:32.412431,ir_swap_baseline_py,1.1.0,price_with_greeks,100,60,1200,1,13794147.225114992,137941.4722511499,-28106301.41642273,40146891.18788062,180343592.96337864,993168368386.0654,553,1.7602998400107026,0.001193343661725521,1.7604606968850427,0.0,0.0013540768000082327,1.7602998400107026,1300,1,1.3125,0.546875,,,195000,26000,0,0,2600,223600,786,80,Python,no,success,
2026-01-20T11:49:39.809891,ir_swap_baseline_py,1.1.0,price_with_greeks,100,60,1200,1,13794147.225114992,137941.4722511499,-28106301.41642273,40146891.18788062,180343592.96337864,993168368386.0653,553,1.7633998421952128,0.0011941445991396904,1.7635622839683565,0.0,0.0013564614170732407,1.7633998421952128,1300,1,1.34375,0.5625,,,195000,26000,0,0,2600,223600,786,80,Python,no,success,
2026-01-20T11:49:57.385770,ir_swap_baseline_py,1.1.0,price_with_greeks,100,60,1200,1,13794147.225114992,137941.4722511499,-28106301.41642273,40146891.18788062,180343592.96337864,993168368386.0653,553,1.7618882292881608,0.0011683367192745209,1.762075335134374,0.0,0.00135529863791397,1.7618882292881608,1300,1,1.4140625,0.59375,,,195000,26000,0,0,2600,223600,786,80,Python,no,success,
2026-01-20T11:50:18.391743,ir_swap_baseline_py,1.1.0,price_with_greeks,100,60,1200,1,13794147.225114992,137941.4722511499,-28106301.41642273,40146891.18788062,180343592.96337864,993168368386.0656,553,1.7759645935148,0.0012033171951770782,1.7761275282644418,0.0,0.001366126610396,1.7759645935148,1300,1,1.23828125,0.51171875,,,195000,26000,0,0,2600,223600,786,80,Python,no,success,
2026-01-20T11:53:44.522793,ir_swap_baseline_py,1.1.0,price_with_greeks,50,60,600,1,25589165.225635037,511783.30451270076,-10873621.394025307,40146891.18788062,195124495.75212437,1027324117760.6936,287,0.9715553810819983,0.0011988691985607147,0.9718516682962011,0.0,0.0014947005862799975,0.9715553810819983,650,1,0.53125,,,,97500,13000,0,0,1300,111800,786,80,Python,no,success,
2026-01-20T11:55:53.732736,ir_swap_baseline_py,1.1.0,price_with_greeks,100,60,1200,1,63537245.44166062,635372.4544166062,-36388799.500281334,40146891.18788062,158087498.45152283,936754888839.864,553,1.7971493294462562,0.0012003397569060326,1.7973315524219824,0.0,0.0,1.7971493294462562,1300,1,69.8671875,0.53125,,,195000,26000,0,0,2600,223600,786,80,Python,no,success,
2026-01-20T11:56:16.630363,ir_swap_baseline_py,1.1.0,price_with_greeks,100,60,1200,1,63537245.44166062,635372.4544166062,-36388799.500281334,40146891.18788062,158087498.45152283,936754888839.8641,553,1.7719895504415035,0.0011830199509859085,1.7721697379812724,0.0,0.0,1.7719895504415035,1300,1,69.9453125,0.5625,,,195000,26000,0,0,2600,223600,786,80,Python,no,success,
